adult,id,overview,popularity,title,vote_average,vote_count,release_year,release_month,genre,country,principal_cast,director
False,8267,A small South American village is in a flurry over the Pope's 1988 visit.,1.589157,The Pope's Toilet,6.8,14.0,2007,Mayo,Drama,Uruguay,,
False,68259,"In an unnamed Latin American country that closely resembles Mexico, the government fights a rural insurgency with torture, assault, rape, and murder. Soldiers descend on a town, cutting off the rebels from their cache of ammunition hidden in a field. A family of grandfather, son, and grandson are among the rebels in the hills. The grandfather, with his violin over his shoulder, tries to pass the checkpoint, ostensibly to tend his corn crop. The commanding officer lets him pass but insists on a daily music lesson.",1.589875,The Violin,6.5,11.0,2005,Marzo,Drama,Mexico,,
False,15865,"Residents of an enclosed neighborhood in the middle of Mexico DF are shocked by a violent crime, and for one resident in particular, young Alejandro, the drama is ratcheted up when he encounters the lone kid who escaped the event and is hiding out within the neighborhood's borders.",4.10002,The Zone,6.3,26.0,2007,Septiembre,Thriller,Mexico,,
False,155796,An obsession for food and love. Short film made in Prague not to be confused with other feature films using the same name.,0.432542,Still Life,7.8,4.0,2007,Julio,Romance,United States of America,,
False,3865,"Jorge is a young man whose plans for the future are put on hold when his father has a stroke. For seven years, he diligently nurses his father and works as a janitor while studying part time to get a business degree.When Natalia, his childhood crush, returns from a stint studying abroad, Jorge begins to yearn for something better. He is desperate to find a new and better job, but finds that no one will hire him because he has experience only as a janitor. Antonio, Jorge’s older brother, soon to be released from jail, is an opportunist who has never gotten along with their father. In prison, at a theater workshop, Antonio meets Paula, a beautiful young woman in jail on drug charges. Paula has a problem because she flirted with another inmate's boyfriend.",2.486575,Dark Blue Almost Black,6.7,23.0,2006,Marzo,Drama,Spain,,
False,3041,"It all begins at a party in Santiago, Chile, when a seemingly innocent gesture -- the offer of a ride home -- ends in a passionate night of lovemaking and intense conversation for young singles Bruno and Daniela. Shacked up at a flea-bitten motel for a one-night stand, the pair lingers deep into the night, alternating between powerful physical encounters and an ever-deepening emotional connection.",1.029472,In Bed,5.1,14.0,2005,Agosto,Drama,Chile,Blanca Lewin,
False,20015,"While driving through the kilometer 31 of a lonely road, Agata Hameran hits a boy. She leaves her car to help the victim and another car runs over her and she falls in a deep coma. Her twin sister Catalina telepathically feels the pain of Agata and hears her whispering for help. Together with her boyfriend Nuno and Agata's mate Omar, they return to the km 31 of the road, and find out that the place is surrounded by supernatural accidents caused by the ghost of a mother that lost her boy many years ago. Further, Catalina discloses that the spirit of Agata is trapped between the worlds of the living and the dead.",1.701171,KM 31: Kilometer 31,5.2,23.0,2006,Octubre,Thriller,Mexico,Iliana Fox,
False,2588,"The teenager artist Ana is raised in Ibiza by her German father Klaus in a naturalist lifestyle in a cave. One day, she meets a woman called Justine that invites Ana to move to Madrid, offering education and economical support, to live in an old house with other artists having classes of Arts and with the only commitment of studying. Ana befriends her mate Linda (Bebe) and falls in love for the problematic Said, having her first sexual experience with him. After a period together, Said leaves Ana, and then she is hypnotized by Anglo, discovering her past lives and deaths.",4.502465,Chaotic Ana,6.9,19.0,2007,Agosto,Comedy,Spain,,
False,127257,"Teresa is a stewardess who lives a perfect life in the midst of his impeccable suits world clean and prepared foods. However the world scares land: men, motherhood, love ... Meanwhile, Julian, a young doctor, must travel to Ushuaia to throw the ashes of his dead wife in the place where they fell in love.",0.166116,Every Stewardess Goes to Heaven,5.0,1.0,2002,Marzo,Drama,Spain,,Daniel Burman
False,14139,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,8.623982,Timecrimes,7.0,313.0,2007,Septiembre,Science Fiction,Spain,,
False,417285,A group of young people makes a plan to escape from the problems of their neighborhood.,0.001678,Los signos del zodiaco,0.0,0.0,1964,Febrero,Sin info,Sin info,,
False,91099,"A Sunday, three young friends read the obituary of a schoolmate with whom long ago they lost contact. They go to the morgue and realize that they are wrong: that burial is not that of their fellow student. From this, the confusion and random weave a story of friendship, love and death.",0.324601,Your life in 65 minutes,6.5,4.0,2006,Julio,Sin info,Sin info,,
False,10000,"A group of tenants living in an old house are confronted with having to move out due to a renovation project the city has undertaken. The tenants decide to unite and come up with a strategy, but in the process—while the landlord and his aggressive attorney are chasing them—the tenants transform into the opposite of who they once were.",0.281609,La estrategia del caracol,7.2,9.0,1993,Diciembre,Comedy,Colombia,,
False,21191,"Set on the border, where Mexico becomes the crucible and the fearsome gangs of today’s Mexican countryside, the gauntlet, to freedom. The stories of a girl living in Honduras and hungering for a brighter future, and two teen gang members, for whom the Mara Salvatrucha is near their entire universe, become interlaced on the train to the border, a journey that will determine the future of their lives",5.435993,Sin Nombre,7.3,139.0,2009,Marzo,Drama,Mexico,,
False,4498,"An undertaker gets married to an old executioner's daughter and, although he doesn't like it, must continue the profession of his father-in-law after his retirement.",1.351875,The Executioner,7.5,18.0,1963,Septiembre,Comedy,Spain,,
False,30713,"Santi, a young high-school student with a serious physical reaction to sunlight, is forced by his health to move with his single mother to a shadowy, isolated village in the mountains of Spain where the inhabitants begin to reveal themselves as strangely xenophobic. When terrible, violent events begin to occur, Santi becomes first a pariah at school and then strongly suspected by the police of hideous murders. Santi himself, however, wonders if he is not the next victim.",1.631904,Shiver,5.4,27.0,2008,Febrero,Horror,Spain,Junio Valverde,
False,20071,"Pagafantas (from Latin pag-fantas paying fantas) - adjective describing the male subject who is constantly ridiculed because he believes he is having a relationship with a female subject who only considers him a friend and uses him to pay the drinks. Chema is not aware of this but he is about to become the biggest Pagafantas in history. In fact, he is turning his life upside down in the hope that for once somebody will pay the Fantas for him. He has just broken up with Elisa, his girlfriend of six years and has gone back to his mother's. He intends to do everything he has not been able to do in six years. But everything changes on the night he meets Claudia, a wannabe Argentinean hairdresser who has just arrived in Spain. She is gorgeous and fun. And the best part is that she knows nobody in Spain.",0.82522,Pagafantas,5.2,10.0,2009,Julio,Comedy,Spain,,
False,44655,The story of a girl of questionable mental stability who escapes from incarceration and ends up at a plantation where she disrupts a working family's daily routines and chemistry.,1.299286,Susana,6.9,7.0,1951,Abril,Drama,Mexico,,
False,65990,"Somewhere on the outskirts of our solar system, the unthinkable occurs. A giant asteroid collides with a smaller one and changes direction - headed directly toward The Earth. The burning meteor rain that beats down with devastating force, is only a foretaste of what is to come. Just a few days from reaching the atmosphere Kassandra, the meteor that is three times as big as Mount Everest and with power in an instant to destroy all life on planet Earth.",1.078008,Meteor,5.1,10.0,2009,Octubre,Action,United States of America,,Ernie Barbarash
False,25376,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,11.251632,The Secret in Their Eyes,7.8,638.0,2009,Agosto,Crime,Argentina,,
False,17899,"A youth group is preparing for what will be the summer of their life, including secrets, lies, sex, confusion, evenings and holidays.",7.156341,"Sex, Party and Lies",4.0,35.0,2009,Marzo,Comedy,Spain,,
False,18120,Sin info,2.82459,Brain Drain,5.5,42.0,2009,Enero,Comedy,Spain,Mario Casas,
False,20171,"PARAISO TRAVEL is the story of Marlon Cruz, a young Colombian man who, motivated by his girlfriend Reina leaves his comfortable life in Medellin and flees with her through Guatemala and Mexico, across the borders, illegally into the United States. Marlon's journey, which takes him through seedy strip clubs, dance halls, homeless hostels, ultimately takes him to a place he could have not predicted",1.070242,Paraiso Travel,5.8,11.0,2009,Julio,Adventure,United States of America,,
False,21700,"Mommy's boy Juantxo is engaged. Dragged to the party by his friends Konradin and Paco, he loses his expensive wedding ring inside the body of a prostitute. Mafioso whorehouse owner Villambrosa finds the ring. Meanwhile Villambrosa's rival gangster Souza sends ""femme fatale"" Fatima to check things out. Juantxo and his friends are trying to get the ring back and in the process get involved in the war between gangs..",1.879667,Airbag,6.5,25.0,1997,Junio,Comedy,Germany,,
False,72083,A couple having an affair strike a bicyclist with their car and do not offer aid out of fear of their relationship being exposed.,1.072649,Death of a Cyclist,7.0,22.0,1955,Mayo,Crime,Spain,,
False,31936,"After finding out that North American people are visiting the Spanish villages, the citizens of Villar del Río start preparing themselves to welcome them when they arrive.",1.019564,Welcome Mr. Marshall!,6.9,18.0,1953,Abril,Comedy,Spain,,
False,47576,"In the aftermath of the Bay of Pigs incident, Sergio chooses to stay behind in Cuba while his wife and family escape to neighboring Miami. Alone in a brave new world, Sergio observes the constant threat of foreign invasion while chasing young women all over Havana. He finally meets Elena, a young virgin girl he seeks to mould into the image of his ex-wife, but at what cost to himself?",1.459828,Memories of Underdevelopment,7.1,9.0,1968,Mayo,Drama,Cuba,,
False,63615,Sin info,0.004763,Un buen hombre,0.0,0.0,2009,Abril,Sin info,Spain,,
False,25532,"The true story of four men who narrowly escaped death at the hands of Argentina's military death squads during the 1970s is brought to the screen in this thriller. In 1977, Claudio Tamburrini (Rodrigo de la Serna) was a goalie for a minor-league football team when he was abducted by members of the Argentine military police and taken to an unofficial detention center on the false suspicion that he was a terrorist. Over 30,000 people lost their lives at the hands of Argentinean authorities under the military junta that ruled the country between 1976 and 1983, and as he was tortured by intelligence agents looking for information he didn't have, Tamburrini fully expected to become another victim. After many sessions of brutal torture, Tamburrini and his fellow captives Guillermo (Nazareno Casero) and Tano (Martin Urruty) were being readied for execution when, in a final desperate act, Tamburrini dove out a window during a rainstorm.",1.392353,Chronicle of an Escape,6.2,16.0,2006,Enero,Crime,Argentina,,
False,4786,"Two brothers living a hard life of manual labor in rural Mexico have a simple dream: saving enough money to build their mother her dream house. But fate has other plans. A friendly game of soccer leads to first Rudo, then to Cursi being taken on by the nation’s top talent scout. Suddenly, they find themselves living the high life of star athletes: fame, fortune, fast cars and beautiful women.",3.54169,Rudo & Cursi,6.1,40.0,2008,Diciembre,Comedy,Mexico,,
False,142084,"A young man in Uruguay has trouble expressing himself verbally. As the lead singer in a band, he interacts with the world through his music.",0.045762,Hiroshima,5.0,1.0,2009,Septiembre,Music,Sin info,,
False,39488,A chronicle of a supermarket security guard's obsession with a late-shift janitor.,0.734235,Giant,7.0,5.0,2009,Enero,Drama,Uruguay,,
False,188858,"The film is a French-Spanish production and most of the dialog is in French. 'Lo que se de Lola' - in English 'What I know about Lola' - is about a lonely guy, living an uneventful life in Paris. He takes care of his mother. One day, a girl with a more exciting life moves in his apartment building...",0.150906,Lola,5.5,2.0,2006,Septiembre,Romance,France,,
False,89681,"An impassioned three-part documentary of the liberation struggle waged throughout Latin America, using Argentina as a historical example of the imperialist exploitation of the continent. Part I: Neo-Colonialism and Violence is a historical, geographic, and economic analysis of Argentina. Part II: An Act For Liberation examines the ten-year reign of Juan Perón (1945-55) and the activities of the Peronist movement after his fall from power. Part III: Violence and Liberation studies the role of violence in the national liberation process and constitutes a call for action.",0.185,The Hour of the Furnaces,3.6,4.0,1968,Septiembre,Documentary,Argentina,,
False,51317,"In a small spanish town, a group of old ladies decide to celebrate Christmas Eve with a ""Sit a poor man at your table"" dinner: each wealthy household of the town will have a homeless person dining with them that night. The celebrations also include a parade, and in it we find Plácido, the humble owner of a three-wheeler, whose family is forced to live in a public lavatory because of the lack of money to pay the rent, and who has to pay the second bill of his vehicle before midnight or else he will lose it.",1.005974,Placido,7.5,12.0,1961,Octubre,Comedy,Spain,,
False,8088,"Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie.",6.777379,Broken Embraces,7.1,167.0,2009,Marzo,Drama,Spain,,
False,121088,"At 18, fresh from high school, Marina, Ignacio, Adam and Mimi, school mates bonded by fate, shared a dream about adult life, a dream of fame, success, perfect skin and that one endless, true love that, surely, was waiting just around the corner for each one of them. But 30's arrived, and none of the sweet promises of youth was fulfilled. Alone, failed and frustrated, all four are forced to stop and look around to try to understand where it all went wrong, and find an emergency fix for their lives, before it's too late, and happiness escapes through their fingers forever. Secondary Effects is the bitter coming of age comedy that follows their steps in the search for lost dreams, lost hair and good sex, at least, if true love turns out to be a mirage.",0.602894,Efectos secundarios,5.0,1.0,2006,Septiembre,Comedy,Mexico,,
False,33273,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",8.075698,Cell 211,7.3,288.0,2009,Noviembre,Action,France,,
False,1284,For this second film in the cult comedy series Torrente takes our fat police officer from Madrid to Marbella in Spain to investigate a villain’s plot to destroy the city with a missile. This James Bond style slapstick comedy became the most successful box-office film in Spanish film history beating out only the first Torrente film.,5.854434,Torrente 2: Mission in Marbella,6.3,41.0,2001,Marzo,Comedy,Spain,,
False,14704,"The donkey, Rucio, tells the true story of Don Quixote and defends the idea that he wasn't insane, but a very intelligent, passionate and enthusiastic fellow.",1.782024,Donkey X,4.8,14.0,2007,Diciembre,Family,Spain,,
False,100122,"In Spain a young artist has gone missing, and a hardened detective takes on the case. Six friends become the focus of the investigation, being pressured for their knowledge of the artist's whereabouts. They all deny involvement, and soon they have reason to fear for their lives as it appears a serial killer is hunting them all down. The one friend closest to the artist watches helplessly as his once quiet life is shattered by incrimination, suspicion and ultimately -- horrific violence",0.539706,The Art of Dying,5.0,3.0,2000,Mayo,Horror,Sin info,Fele Martínez,Álvaro Fernández Armero
False,28644,"Fausta is suffering from a rare disease called the Milk of Sorrow, which is transmitted through the breast milk of pregnant women who were abused or raped during or soon after pregnancy. While living in constant fear and confusion due to this disease, she must face the sudden death of her mother. She chooses to take drastic measures to not follow in her mother's footsteps.",0.982504,The Milk of Sorrow,6.6,23.0,2009,Febrero,Drama,Spain,,Claudia Llosa
False,101006,A sailor takes a short leave to visit his hometown and see if his mother is still alive.,0.411596,Liverpool,7.3,9.0,2008,Octubre,Drama,Argentina,,
False,27567,"Raquel has been the live-in housekeeper for a kind, reasonably wealthy family for half her life, and the joyless repetition of the job has begun to take its toll. Increasingly dependent on painkillers, Raquel resorts to pranks and childish avoidance to antagonize the family’s college-age daughter and a procession of new servants, all in the hopes of protecting her precarious power within the home. Her antics successfully push everyone away, until new maid Lucy actually pushes back.",1.199005,The Maid,6.8,25.0,2009,Octubre,Comedy,Chile,,
False,75877,"Somewhere in the spanish country, in the 60s. Paco and his wife Régula are very poor. They work as tenant farmers for a very wealthy landowner. They have 3 children. One is backward. The others can not got to school because the master ""needs"" their work. When Regula's brother is fired from where he has worked for 61 years, he settles down at their little place... An attack against the archaism of the spanish country of the 60s.",1.207703,The Holy Innocents,7.6,24.0,1984,Abril,Drama,Spain,,
False,94706,Filmmaker Victor Erice follows Spanish artist Antonio Lopez in his painstaking attempt to paint the image of a tree.,0.001655,The Quince Tree Sun,6.2,6.0,1992,Octubre,Drama,Spain,,
False,8898,"After running into something with her car, Vero experiences a particular psychological state. She realizes she might have killed someone.",1.20873,The Headless Woman,5.8,14.0,2008,Agosto,Drama,Argentina,,
False,10664,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",8.853168,[REC]²,6.5,496.0,2009,Septiembre,Thriller,Spain,Manuela Velasco,
False,104607,A couple of friends decide to have a good time and play a trick on an unmarried woman. Therefore one of them has to pretend to fall in love with her.,1.134103,Main Street,7.9,8.0,1956,Octubre,Drama,Spain,,
False,8980,"In the Headquarters of the T.I.A. (Terminal Intelligence Agency), someone has stolen Professor Bacterio's most dangerous invention, the D.O.T. (Demoralizer of Troops), an artifact that ends up in the hands of a very short, wacky dictator who is ready to use it for criminal purposes. The T.I.A Chief, though, is firm in his resolve: if he wants to get the D.O.T. back, he must NOT count on his agents Mortadelo &amp; Filemon. But when the crime fighting duo discover that the T.I.A. has engaged a cocky and slimy detective from outside the agency, they decide to act at their own risk, even if that risk involves all of Humanity.",2.415286,Mortadelo & Filemon: The Big Adventure,5.4,27.0,2003,Febrero,Action,Spain,,
False,19173,"A chronicle of the life of a middle-class French girl's sexual adventures, her then fall into prostitution, and her ultimate redemption.",5.28626,Diary of a Nymphomaniac,5.5,70.0,2008,Octubre,Drama,Spain,,
False,42139,"A bride elopes with her lover on the very day of her wedding. The groom follows the two lovers, and a knife fight takes place. The rivals stab each other and the only wedding that takes place is that one knotting their destinies together in death. A blood wedding.",0.004425,Blood Wedding,7.3,8.0,1981,Octubre,Music,Spain,,
False,28478,"""GORDOS"" is a comedy about life's excesses and deficiencies; about our insecurities, phobias, obsessions, traumas, mistakes, fears, blame, desires, hopes, challenges, concessions, goals, relationships, love, sex, health, family... about survival in the widest and ""largest"" sense of the word.",1.102802,Fat People,5.6,14.0,2009,Septiembre,Drama,Spain,,
False,8900,"Julia, a 25 year-old university student, two weeks pregnant, with no criminal record, is sent to prison. Julia murdered the father of her child. This story addresses maternity, jail and Justice; confinement, guilt and solitude; but above all it deals with Julia and her son, Tomas, born inside an Argentinean prison.",1.220666,Lion's Den,6.4,18.0,2008,Mayo,Drama,Argentina,,
False,33774,"A man is obsessed with John Travolta's disco dancing character from ""Saturday Night Fever"".",1.855988,Tony Manero,6.6,21.0,2008,Agosto,Drama,Chile,,
False,42085,"In Buenos Aires of the 1840s, a young Jesuit and a wealthy socialite fall in love and begin a torrid affair. They escape from the city, and, in disguise, set up house in a village, assuming they are safe and beyond the cares of anyone. However, both the church and Camila's family are enraged, vowing to hunt down the lovers for a capital crime. Based on a true story.",0.265963,Camila,7.0,4.0,1984,Mayo,Drama,Spain,,María Luisa Bemberg
False,71575,"Abruptly abandoned by her husband in a country completely foreign to her, Colombian native Mariana (Paola Mendoza) struggles to take care of herself and her two young children on the unforgiving streets of New York City. Sebastian Villada, Laura Montana and Anthony Chisholm also star in this gritty independent drama jointly written and directed by Mendoza and her collaborator Gloria La Morte.",0.392813,Entre Nos,6.9,11.0,2009,Abril,Drama,United States of America,,
False,206577,A documentary about the life and career Mexican boxer Julio César Chávez.,0.216364,J.C. Chavez,5.0,3.0,2007,Mayo,Sin info,Sin info,,Diego Luna
False,41308,"The young priest Father Sebastián (played by Cantinflas) is assigned to a parish in San Jeronimo el Alto, where he is not welcomed by the community, particularly the resident priest Father Damián (played by Ángel Garasa). The newcomer gradually earns the trust of the people through humor, but firmly captures their hearts by saving the town fiesta by fighting a bull when the hired torero failed to show.Father Sebastián counsels the townspeople, lecturing them on their duties in a modern society. He used the collection plate to redistribute the town's wealth more evenly. When accused of communism, he quoted the 1891 socially-conscious encyclical Rerum Novarum. He even ventured into politics, with a veiled attack on the municipal president couched into a sermon. Eventually, he brokers a deal with the local political boss for some concessions for the poor of his parish.",1.206366,El padrecito,6.3,4.0,1964,Septiembre,Comedy,Mexico,,
False,63611,"Selfish, opportunistic Benito returns to his home in Navarre when he learns that his father is dying. There, he reconnects with his younger brother Lalo, a metal sculptor who is emotionally needy. Benito also develops a surprising bond with Ainara, the young daughter of his brother's girlfriend, Nines.",0.313065,Under the Stars,7.0,3.0,2007,Marzo,Drama,Spain,,
False,114333,"Three men go hunting rabbits during a hot day. Heat and talking about events happened in the past make them angry, until they go totally crazy.",0.298873,The Hunt,7.0,8.0,1966,Noviembre,Action,Spain,,
False,45336,"A man prepares and goes to work in a bizarre world, where the meaning of human workforce is taken to another level.",0.798955,The Employment,6.8,20.0,2008,Enero,Animation,Argentina,,
False,143336,"A documentary that chronicles Spanish master chef Jesus Almagro's preparation for the Bocuse d'Or, an international cooking contest.",0.464685,"The Chicken, the Fish and the King Crab",6.0,1.0,2008,Febrero,Sin info,Spain,,
False,65726,A story of a teenager and the strange events that take place in his small town.,0.437806,Lake Tahoe,6.2,10.0,2008,Febrero,Drama,Japan,,
False,62103,"The protagonist is a young woman, Joan Prats suffering from agnosia, a strange, primary visual disease that is one of the neuropsychological disorders of perception. Although her eyes and ears are in perfect condition, her brain is not able to correctly interpret the stimuli it receives. Joan is the only person to know an industrial secret left behind by her late father and becomes the victim of a sinister plan to extract this information. Her captors plan to use her sensory condition to help extract the information that they so desperately want.",1.233579,Agnosia,5.0,16.0,2010,Septiembre,Drama,Spain,,
False,45958,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",7.131568,Biutiful,7.1,299.0,2010,Octubre,Drama,Mexico,,
False,195833,"Vicente and Abigail run a banana plantation in Limon Province, on the Caribbean coast of Costa Rica. Abigail's half-sister Irene, about whom Abigail knew nothing, comes to introduce herself. Banana prices start falling, threatening the plantation's finances. An oil company works with the government to get off-shore drilling rights, over local objection. Vicente is at the center of each cross-current. Will he fall for Irene? Can he save the plantation? Will he sell out to corporate offers?",0.995098,Caribe,5.0,1.0,2004,Enero,Drama,Costa Rica,,
False,57489,"Young Jorgelina feels estranged from her boy-crazy older sister, who has entered adolescence and doesn't want to hang around with little kids anymore. Finding refuge in their Boyita camper-van, Jorgelina travels with her father to the countryside, where her lifelong playmate Mario is undergoing some unexpected changes of his own.",0.922653,The Last Summer of La Boyita,6.9,8.0,2009,Noviembre,Drama,Argentina,,
False,130623,"Nömadak Tx is a road movie documentary of Igor Otxoa and Harkaitz Mtnez. de San Vicente of the Basque Country in Spain who take their ancient Txalaparta percussion instrument to native peoples in India, the Arctic Circle, Mongolia, Algeria, and the Saharan Desert.",0.003637,Nömadak Tx,0.0,0.0,2006,Enero,Sin info,Spain,,
False,481,Tano is 16-years-old and is already sitting in jail. In 48 hours he’s a free man and off to the wedding of his brother. In the two days he recounts his neighborhood in a section of Sevilla.,1.639857,7 Virgins,6.6,7.0,2005,Octubre,Drama,Spain,,
False,56812,"The journey of Javier, the obese Sad Clown, starts during his childhood in the midst of the Spanish civil war in 1937. His father, one of Spain’s most prominent jesters, is detained and tortured by the fascist regime.",4.896196,The Last Circus,6.6,95.0,2010,Diciembre,Action,France,,
False,102144,"The Skipper is a charming old man loved by all his neighbors. What they don't know is that he is also Mr. 880, an amateurish counterfeiter who has amazingly managed to elude the Secret Service for 20 years.",1.551932,Mister 880,7.4,4.0,1950,Septiembre,Comedy,United States of America,,
False,46820,"Madeinusa is a girl aged 14 with a sweet Indian face who lives in an isolated village in the Cordillera Blanca Mountain range of Peru. This strange place is characterized by its religious fervor. From Good Friday at three o'clock in the afternoon (the time of day when Christ died on the cross) to Easter Sunday, the whole village can do whatever it feels like. During the two holy days sin does not exist: God is dead and can't see what is happening. Everything is accepted and allowed, without remorse. Year after year, Madeinusa and her sister Chale, and her father Don Cayo, the Mayor and local big shot, maintain this tradition without questioning it. However, everything changes with the arrival in the village of Salvador, a young geologist from Lima, who will unknowingly change the destiny of the girl.",0.486036,Madeinusa,6.0,6.0,2006,Enero,Drama,Peru,,
False,122019,"Poor, hungry peasant Macario longs for just one good meal on the Day of the Dead. After his wife cooks a turkey for him, he meets three apparitions, the Devil, God, and Death. Each asks him to share his turkey, but he refuses all except Death. In return, Death gives him a bottle of water which will heal any illness. Soon, Macario is more wealthy than the village doctor, which draws the attention of the feared Inquisition",0.837614,Macario,7.3,9.0,1960,Mayo,Drama,Mexico,,
False,36241,"Vargas, a 54 year old man, gets out of jail in the province of Corrientes, Argentina. Once released, he wants to find his now adult daughter, who lives in a swampy and remote area. To get there, he must cross great distances in a small boat on the rivers, scoring deep into the jungle. Vargas is a quiet and self-contained man. He possesses the restraint of those living close to nature. A deep mystery surrounds him, the people he encounters and the places he goes through, all that taking in the unalterable world he finds almost unchanged after his long years of incarceration.",0.664293,The Dead,6.3,10.0,2004,Abril,Drama,Argentina,,
False,57019,A thriller centered on a man who is accused of a crime he didn't commit.,0.634539,No Return,5.8,6.0,2010,Septiembre,Drama,Argentina,,
False,49073,"Refused to face his adulthood, a Casanova must deal with the fact that he has a young pregnant daughter from an earlier relationship.",0.218236,Just Like Me,6.3,4.0,2010,Agosto,Comedy,Argentina,,
False,91958,"Carlos has always dreamed about being an actor; he is 18 years old and is working with his best friend, Polilla in the amusement park ""Isla Mágica"", en Seville. Both made a promise when they were kids: they would work a lot to get to the top of their career has actors. The second step is to enter in the Dramatic Art Faculty in Madrid. As always, specially in the teenager world, love spoils their plans. Carlos fells in love when he meets a perfect girl, Diana; who also works in the park and is going to act in ""Carmen"". Even though she is in love with Carlos, Polilla will help him get Diana with a great plan: don't let her think you love her. That's the only way Diana would look at him. At the end, will love win or obsession? Written by Roland Her",0.001636,Less Is More,0.0,0.0,2000,Julio,Sin info,Sin info,,
False,126104,An absurdist look at depressed but adaptable Buenos Aireans struggling to make ends meet in a post-crash economy.,0.128019,The Magic Gloves,5.0,1.0,2003,Septiembre,Comedy,Netherlands,,
False,85886,"A widow shepherd who lives at the Aragonese Pyrenees sees how his three young daughters, Cándida, Visi, and Nieves, go to Madrid to find a better life and leave him alone. There they all get married, have sons and forget their father. One day, Marcelino receives a letter from Cándida, who wants him to stay with her family for some time. What she really wants is some help from her father, as she's not able to take care of her ten daughters and her upcoming child. Marcelino goes to Madrid, but, once there, he only finds an unknown, frantic and hostile world, and also three unhappy daughters...",0.470673,Old Man Made in Spain,5.6,8.0,1969,Marzo,Comedy,Spain,Paco Martínez Soria,
False,36505,"Matacanes dies and goes to heaven just to discover that it was not as he expected, and everyone there is revolutionized lately. Peter explains that God was concerned about the progress of the world, and decided to send a second son to Earth. However, Jesus hears and does not agree, as they would have to rewrite history.",0.70595,On Earth as It Is in Heaven,4.6,4.0,1995,Noviembre,Comedy,Spain,,José Luis Cuerda
False,71110,"Un grupo de amigos de Barcelona se reúnen casi a diario, pero su amistad es sólo aparente; de hecho, ninguno de ellos conoce a fondo la vida de los demás. La película relata la vida íntima y secreta de cada uno de los personajes, sus sentimientos y deseos más inconfesables.",0.22271,In The City,6.6,5.0,2003,Noviembre,Drama,Sin info,,
False,62342,"Felipe, an aspiring actor, believes he is jinxed after an unfortunate event. His struggle to find the cause and cure of his jinx. His half-brother is not doing much better, but among the two of them embark on a mission to change their lives and fulfill their father's dream.",0.152178,La suerte está echada,6.3,4.0,2005,Agosto,Sin info,Argentina,,Sebastián Borensztein
False,81414,Sin info,0.022858,Ingrid,0.0,0.0,2010,Abril,Drama,Sin info,,Eduard Cortés
False,45189,It is the story of a sportsman who is a little bit dumber than most people but nevertheless he succeeds in getting a job at a sports article saler's. Having this job is the beginning of a lot of funny problems he causes due to his dumbness.,0.171546,Sube y baja,5.3,3.0,1959,Enero,Comedy,Mexico,,
False,48650,A hotel room in the center of Rome serves as the setting for two young and recently acquainted women to have a physical adventure that touches their very souls.,6.206694,Room in Rome,5.6,135.0,2010,Mayo,Drama,Spain,,
False,75725,"In 1985, in a coastal town, the friends Koldo, Peti, Tito, Eugenio and Moni stumble with a woman dressed like Santa Claus trapped in a hole in the woods. While to boys go to the police station to ask for help, the others find a rope to take the woman out of the hole. However, the boys find in the police station that the woman is the dangerous thief Rebeca Expósito, who has just stolen two million pesetas from a bank and is wanted. The group decides to leave the woman in the hole without any food to force her to give the robbed money to them. Meanwhile, Peti and Eugenio that are fans of the movie ""Zombie Invasion"", decide to make a voodoo ceremony with Rebecca to transform her into a zombie. When Rebecca escapes from her imprisonment, she uses an axe to chase the evil boys.",1.150925,Films to Keep You Awake: The Christmas Tale,6.7,13.0,2005,Diciembre,Drama,Spain,,
False,149149,The life of a young girl who plays with little animals and insects is suddenly changed with the arrival of a film crew and a strange man.,0.113436,Berta's Motives,6.7,3.0,1984,Septiembre,Drama,Spain,,
False,47582,The story of a disciplined and sexually driven man who keeps his family isolated in his home for years to protect them from the “evil nature” of human beings while inventing (with his wife) rat poison.,1.202765,Castle of Purity,7.4,8.0,1973,Mayo,Drama,Mexico,,
False,21508,"For the first time ever, survivors of the famous 1972 Andes plane crash tell in their own words their harrowing story of survival",0.283513,Stranded: I've Come from a Plane That Crashed on the Mountains,8.0,4.0,2007,Noviembre,Documentary,Sin info,,
